id,user,uid,version,changeset,timestamp
4984405,Millbrooky,83518,31,26105104,2014-10-15T21:01:38Z
4984579,calfarome,2511706,9,30245083,2015-04-15T17:21:48Z
6408347,bot-mode,451693,3,15791274,2013-04-19T22:26:19Z
6408395,bbmiller,451048,10,34213218,2015-09-23T19:29:06Z
6408421,bot-mode,451693,2,15791274,2013-04-19T22:26:19Z
6408448,scrambles,3397093,4,35427517,2015-11-19T04:30:39Z
6408602,bot-mode,451693,4,14532797,2013-01-05T00:29:58Z
6408653,ChrisZontine,1376118,5,22469588,2014-05-21T16:38:23Z
6408679,Millbrooky,83518,4,25195832,2014-09-03T04:09:22Z
6408732,Dami_Tn,2012449,6,22433114,2014-05-19T20:55:09Z
6408768,banjavjs,3519193,6,37181195,2016-02-13T06:36:40Z
6408793,banjavjs,3519193,6,37181195,2016-02-13T06:36:30Z
6408866,headwatersolver,3521724,14,39217634,2016-05-10T13:48:39Z
6408905,NE2,207745,5,12754036,2012-08-16T18:50:57Z
6408986,NE2,207745,5,12191834,2012-07-12T02:31:53Z
6409120,MikeN,135163,7,6117932,2010-10-20T17:29:50Z
6409160,g246020,238419,3,29388769,2015-03-10T17:20:06Z
6409209,NE2,207745,6,13051820,2012-09-10T02:52:42Z
6409256,MikeN,135163,5,6878343,2011-01-06T02:04:21Z
6409302,NE2,207745,7,13051820,2012-09-10T02:52:13Z
6409350,Dami_Tn,2012449,6,26935799,2014-11-21T19:32:22Z
6409379,banjavjs,3519193,5,36762884,2016-01-23T18:04:57Z
6409422,Maskulinum,618377,6,22081785,2014-05-02T10:52:50Z
6409484,banjavjs,3519193,3,37181195,2016-02-13T06:36:35Z
6409553,MikeN,135163,5,6117932,2010-10-20T17:29:04Z
6409585,MikeN,135163,5,6888872,2011-01-07T01:20:35Z
6409636,NayanataraM,2053369,5,22586491,2014-05-27T18:11:43Z
6409674,bot-mode,451693,2,15791274,2013-04-19T22:26:23Z
6409715,ChrisZontine,1376118,4,22469100,2014-05-21T16:24:15Z
6409804,bot-mode,451693,4,15791274,2013-04-19T22:26:24Z
6409820,headwatersolver,3521724,4,39217429,2016-05-10T13:44:46Z
6409853,bot-mode,451693,3,14532797,2013-01-05T00:30:02Z
6409883,bot-mode,451693,3,15791274,2013-04-19T22:26:25Z
6409907,ceyockey,146680,3,36285582,2015-12-31T16:09:29Z
6409928,bot-mode,451693,3,14532797,2013-01-05T00:30:03Z
6410000,rhilde,1048223,9,21482956,2014-04-03T19:45:45Z
6410042,lwburk,2951423,8,39914456,2016-06-09T18:20:43Z
6410085,g246020,238419,7,28690623,2015-02-07T20:50:04Z
6410128,ChrisZontine,1376118,6,22469314,2014-05-21T16:31:32Z
6410161,bot-mode,451693,4,15791274,2013-04-19T22:26:28Z
6410217,bot-mode,451693,4,15791274,2013-04-19T22:26:29Z
6410271,bot-mode,451693,3,14532797,2013-01-05T00:30:05Z
6410301,zEEs,79933,3,31848135,2015-06-09T15:58:51Z
6410383,bot-mode,451693,2,14532797,2013-01-05T00:30:06Z
6410429,bot-mode,451693,3,14532797,2013-01-05T00:30:06Z
6410538,Millbrooky,83518,3,25486541,2014-09-16T19:13:38Z
6410568,Dami_Tn,2012449,4,22452679,2014-05-20T19:23:20Z
6410597,Millbrooky,83518,5,25196598,2014-09-03T05:56:21Z
6410667,Rub21,510836,4,17563510,2013-08-28T22:40:26Z
6410707,bot-mode,451693,3,14532797,2013-01-05T00:30:09Z
6410725,Ardric,3151775,5,33380172,2015-08-17T00:17:02Z
6410804,bot-mode,451693,3,14532797,2013-01-05T00:30:10Z
6410865,bot-mode,451693,7,14532797,2013-01-05T00:30:10Z
6410992,eric22,160949,4,10762800,2012-02-22T20:49:28Z
6411023,ChrisZontine,1376118,4,22469760,2014-05-21T16:45:04Z
6411101,rhilde,1048223,16,35966872,2015-12-15T13:49:28Z
6411155,bot-mode,451693,2,14532797,2013-01-05T00:30:13Z
6411200,Dami_Tn,2012449,5,22449418,2014-05-20T16:10:32Z
6411238,bot-mode,451693,4,14532797,2013-01-05T00:30:14Z
6411275,Millbrooky,83518,7,25485003,2014-09-16T17:56:28Z
6411299,bot-mode,451693,3,14532797,2013-01-05T00:30:14Z
6411327,Millbrooky,83518,3,25416237,2014-09-13T17:42:52Z
6411364,Millbrooky,83518,6,25195699,2014-09-03T03:36:54Z
6411405,wegavision,564585,8,14730270,2013-01-21T08:28:49Z
6411435,bot-mode,451693,4,14532797,2013-01-05T00:30:16Z
6411459,bot-mode,451693,5,14532797,2013-01-05T00:30:16Z
6411487,bot-mode,451693,4,14532797,2013-01-05T00:30:17Z
6411514,bot-mode,451693,6,14532797,2013-01-05T00:30:17Z
6411566,Justin Larson,3231079,5,33962328,2015-09-11T16:29:25Z
6411589,headwatersolver,3521724,3,39217429,2016-05-10T13:44:43Z
6411617,bot-mode,451693,3,14532797,2013-01-05T00:30:18Z
6411655,eric22,160949,6,10627634,2012-02-08T19:27:34Z
6411676,Millbrooky,83518,3,12603886,2012-08-03T22:59:21Z
6411716,andygol,94578,6,27257273,2014-12-05T09:03:29Z
6411747,Millbrooky,83518,11,32038553,2015-06-17T20:56:57Z
6411771,bot-mode,451693,2,15791274,2013-04-19T22:26:47Z
6411800,bot-mode,451693,3,14532797,2013-01-05T00:30:20Z
6411824,ChrisZontine,1376118,4,22473944,2014-05-21T20:08:24Z
6411852,bot-mode,451693,2,14532797,2013-01-05T00:30:21Z
6411905,Sarr_Cat,2859402,7,32790836,2015-07-21T23:03:37Z
6411980,DaveHansenTiger,7168,1,448653,2007-09-17T08:50:12Z
6412049,bot-mode,451693,6,14532797,2013-01-05T00:30:23Z
6412074,Millbrooky,83518,5,25468863,2014-09-15T23:51:36Z
6412089,vonvonvon,190493,4,16554971,2013-06-14T19:32:11Z
6412110,rhilde,1048223,11,21313477,2014-03-25T21:11:21Z
6412163,Millbrooky,83518,4,12671486,2012-08-09T18:00:17Z
6412205,ChrisZontine,1376118,3,22469200,2014-05-21T16:28:33Z
6412235,Millbrooky,83518,4,25631696,2014-09-23T18:58:00Z
6412285,bot-mode,451693,7,15791274,2013-04-19T22:26:53Z
6412340,bot-mode,451693,4,15791274,2013-04-19T22:26:53Z
6412370,Millbrooky,83518,8,25314584,2014-09-08T19:19:01Z
6412404,Millbrooky,83518,5,25482062,2014-09-16T15:44:42Z
6412439,bot-mode,451693,5,15791274,2013-04-19T22:26:55Z
6412477,zEEs,79933,4,31848135,2015-06-09T15:58:53Z
6412513,railfan-eric,711717,10,30679598,2015-05-01T03:18:08Z
6412546,bot-mode,451693,4,14532797,2013-01-05T00:30:28Z
6412566,Rub21,510836,6,17563379,2013-08-28T22:26:54Z
6412592,bot-mode,451693,3,15791274,2013-04-19T22:26:58Z
6412615,Millbrooky,83518,4,25483011,2014-09-16T16:32:46Z
6412635,Dami_Tn,2012449,4,22452679,2014-05-20T19:23:20Z
6412661,bot-mode,451693,5,15791274,2013-04-19T22:27:04Z
6412689,bot-mode,451693,4,14532797,2013-01-05T00:30:29Z
6412716,bot-mode,451693,2,14532797,2013-01-05T00:30:29Z
6412770,ChrisZontine,1376118,6,22469170,2014-05-21T16:27:11Z
6412787,Rub21,510836,3,17563510,2013-08-28T22:40:25Z
6412815,bot-mode,451693,3,14532797,2013-01-05T00:30:30Z
6412832,bot-mode,451693,2,15791274,2013-04-19T22:27:07Z
6412847,bot-mode,451693,2,15791274,2013-04-19T22:27:08Z
6412991,bot-mode,451693,10,15791274,2013-04-19T22:27:09Z
6413017,bot-mode,451693,2,15791274,2013-04-19T22:27:09Z
6413051,bot-mode,451693,3,14532797,2013-01-05T00:30:31Z
6413103,bot-mode,451693,2,14532797,2013-01-05T00:30:32Z
6413121,ChrisZontine,1376118,3,22471543,2014-05-21T18:04:31Z
6413137,bot-mode,451693,2,15791274,2013-04-19T22:27:11Z
6413160,bot-mode,451693,3,14532797,2013-01-05T00:30:33Z
6413181,bot-mode,451693,4,15791274,2013-04-19T22:27:12Z
6413220,bot-mode,451693,3,15791274,2013-04-19T22:27:13Z
6413269,Dami_Tn,2012449,4,22433114,2014-05-19T20:55:10Z
6413288,Millbrooky,83518,3,25195832,2014-09-03T04:09:24Z
6413310,bot-mode,451693,4,15791274,2013-04-19T22:27:14Z
6413351,Millbrooky,83518,7,12339865,2012-07-19T16:58:52Z
6413386,Quintote,2032528,5,21853599,2014-04-22T02:41:23Z
6413412,scrambles,3397093,5,35427359,2015-11-19T04:06:15Z
6413434,bot-mode,451693,4,14532797,2013-01-05T00:30:37Z
6413486,bot-mode,451693,3,14532797,2013-01-05T00:30:38Z
6413520,StlChris,2101357,7,22665283,2014-06-01T00:33:01Z
6413542,bot-mode,451693,5,14532797,2013-01-05T00:30:39Z
6413587,Millbrooky,83518,7,25483011,2014-09-16T16:32:47Z
6413616,scrambles,3397093,6,35427359,2015-11-19T04:06:14Z
6413653,Dami_Tn,2012449,5,22449418,2014-05-20T16:10:32Z
6413679,bot-mode,451693,4,14532797,2013-01-05T00:30:41Z
6413715,bot-mode,451693,3,14532797,2013-01-05T00:30:42Z
6413732,Millbrooky,83518,3,25314584,2014-09-08T19:18:55Z
6413746,Dami_Tn,2012449,5,22449418,2014-05-20T16:10:35Z
6413771,bot-mode,451693,5,14532797,2013-01-05T00:30:43Z
6413811,maxerickson,360392,13,36924023,2016-01-31T19:42:42Z
6413880,headwatersolver,3521724,5,39217429,2016-05-10T13:45:00Z
6413923,bot-mode,451693,6,14532797,2013-01-05T00:30:44Z
6413947,Millbrooky,83518,6,25632206,2014-09-23T19:24:21Z
6414011,NE2,207745,12,12754036,2012-08-16T18:48:06Z
6414070,bot-mode,451693,8,14532797,2013-01-05T00:30:47Z
6414095,bot-mode,451693,3,15791274,2013-04-19T22:27:21Z
6414123,bot-mode,451693,3,15791274,2013-04-19T22:27:21Z
6414150,bot-mode,451693,2,15791274,2013-04-19T22:27:22Z
6414184,bot-mode,451693,3,14532797,2013-01-05T00:30:49Z
6414214,bot-mode,451693,4,14532797,2013-01-05T00:30:49Z
6414240,bot-mode,451693,2,14532797,2013-01-05T00:30:50Z
6414284,Millbrooky,83518,5,25483011,2014-09-16T16:32:46Z
6414330,nickvet419,18480,5,14371505,2012-12-22T22:22:31Z
6414381,bot-mode,451693,2,14532797,2013-01-05T00:30:52Z
6414418,piligab,3877019,4,40881937,2016-07-19T21:41:43Z
6414463,ceyockey,146680,20,36494827,2016-01-11T01:40:08Z
6414484,bot-mode,451693,6,15791274,2013-04-19T22:27:28Z
6414520,bot-mode,451693,5,14532797,2013-01-05T00:30:54Z
6414545,bot-mode,451693,3,14532797,2013-01-05T00:30:55Z
6414581,Millbrooky,83518,6,25631987,2014-09-23T19:13:29Z
6414603,ChrisZontine,1376118,6,22470741,2014-05-21T17:21:00Z
6414654,bot-mode,451693,7,15791274,2013-04-19T22:27:29Z
6414682,Millbrooky,83518,3,25631855,2014-09-23T19:07:39Z
6414704,ChrisZontine,1376118,5,22468928,2014-05-21T16:18:05Z
6414727,bot-mode,451693,2,14532797,2013-01-05T00:30:59Z
6414749,bot-mode,451693,5,14532797,2013-01-05T00:31:00Z
6414785,bot-mode,451693,2,15791274,2013-04-19T22:27:31Z
6414803,bot-mode,451693,3,15791274,2013-04-19T22:27:31Z
6414850,Millbrooky,83518,5,25195967,2014-09-03T04:34:30Z
6414879,bot-mode,451693,2,14532797,2013-01-05T00:31:01Z
6414910,Dami_Tn,2012449,13,22430608,2014-05-19T18:41:16Z
6414962,bot-mode,451693,7,15791274,2013-04-19T22:27:34Z
6414993,bot-mode,451693,3,14532797,2013-01-05T00:31:02Z
6415093,Aaron M,2325866,18,25356772,2014-09-10T21:07:32Z
6415143,Dami_Tn,2012449,9,22452798,2014-05-20T19:29:51Z
6415180,bot-mode,451693,2,14532797,2013-01-05T00:31:04Z
6415221,eric22,160949,3,10627634,2012-02-08T19:36:06Z
6415268,Luis36995,1829683,13,31846610,2015-06-09T14:58:34Z
6415306,Preferred,1205642,3,18872150,2013-11-13T11:15:02Z
6415348,ChrisZontine,1376118,4,22469200,2014-05-21T16:28:32Z
6415371,bot-mode,451693,3,14532797,2013-01-05T00:31:07Z
6415412,adamos,25867,5,25791272,2014-10-01T14:36:21Z
6415446,Millbrooky,83518,4,25197207,2014-09-03T06:53:31Z
6415481,samely,2512300,4,31665341,2015-06-02T14:11:45Z
6415506,bot-mode,451693,5,15791274,2013-04-19T22:27:39Z
6415547,RichRico,2219338,3,31346488,2015-05-21T15:47:19Z
6415601,ChrisZontine,1376118,5,22471383,2014-05-21T17:54:15Z
6415624,bot-mode,451693,4,15791274,2013-04-19T22:27:40Z
6415694,bot-mode,451693,7,14532797,2013-01-05T00:31:11Z
6415724,Millbrooky,83518,6,37988294,2016-03-21T23:09:46Z
6415777,bot-mode,451693,3,14532797,2013-01-05T00:31:12Z
6415811,bot-mode,451693,3,14532797,2013-01-05T00:31:14Z
6415922,Timothy Smith,115918,13,30345680,2015-04-20T03:15:54Z
6415981,bot-mode,451693,3,15791274,2013-04-19T22:27:41Z
6416003,Rub21,510836,4,17562795,2013-08-28T21:40:40Z
6416143,eric22,160949,3,11100492,2012-03-25T21:58:44Z
6416219,shravan91,1051550,20,29535532,2015-03-17T08:45:02Z
6416259,Rub21,510836,3,17563510,2013-08-28T22:40:24Z
6416296,pamcigam,2456557,9,29416988,2015-03-12T00:02:00Z
6416349,Millbrooky,83518,10,37988294,2016-03-21T23:09:48Z
6416399,bot-mode,451693,2,14532797,2013-01-05T00:31:17Z
6416420,bot-mode,451693,3,14532797,2013-01-05T00:31:18Z
6416464,maxerickson,360392,3,17966285,2013-09-22T01:22:10Z
6416524,bot-mode,451693,3,14532797,2013-01-05T00:31:19Z
6416562,Millbrooky,83518,4,25963187,2014-10-09T15:18:51Z
6416630,rhilde,1048223,6,21352056,2014-03-27T20:07:54Z
6416659,adjuva,92274,7,22533595,2014-05-24T23:25:24Z
6416701,bot-mode,451693,4,15791274,2013-04-19T22:27:51Z
6416730,Millbrooky,83518,8,25195699,2014-09-03T03:36:54Z
6416766,bot-mode,451693,3,14532797,2013-01-05T00:31:21Z
6416810,uboot,26299,11,35833485,2015-12-08T20:17:19Z
6416936,bot-mode,451693,3,14532797,2013-01-05T00:31:22Z
6416968,bot-mode,451693,4,14532797,2013-01-05T00:31:23Z
6417006,Millbrooky,83518,3,25416237,2014-09-13T17:42:54Z
6417026,Millbrooky,83518,6,25468659,2014-09-15T23:23:57Z
6417046,bot-mode,451693,2,14532797,2013-01-05T00:31:25Z
6417100,bot-mode,451693,3,14532797,2013-01-05T00:31:26Z
6417131,bot-mode,451693,5,14532797,2013-01-05T00:31:27Z
6417166,Millbrooky,83518,4,25314584,2014-09-08T19:18:57Z
6417200,Dami_Tn,2012449,6,22449418,2014-05-20T16:10:31Z
6417244,Millbrooky,83518,7,25311574,2014-09-08T16:57:51Z
6417330,Millbrooky,83518,4,25482062,2014-09-16T15:44:42Z
6417362,Millbrooky,83518,10,25195699,2014-09-03T03:36:53Z
6417389,Dami_Tn,2012449,4,22471367,2014-05-21T17:53:14Z
6417428,bot-mode,451693,6,15791274,2013-04-19T22:27:59Z
6417451,bot-mode,451693,3,14532797,2013-01-05T00:31:30Z
6417476,samely,2512300,3,40843863,2016-07-18T22:14:45Z
6417511,Rub21,510836,4,17517594,2013-08-26T13:43:03Z
6417579,Millbrooky,83518,5,25197207,2014-09-03T06:53:31Z
6417644,rhilde,1048223,9,35966872,2015-12-15T13:49:28Z
6417675,bot-mode,451693,3,14532797,2013-01-05T00:31:32Z
6417724,bot-mode,451693,6,14532797,2013-01-05T00:31:33Z
6417758,Millbrooky,83518,6,25486541,2014-09-16T19:13:39Z
6417782,bot-mode,451693,3,15791274,2013-04-19T22:28:04Z
6417861,headwatersolver,3521724,11,39217634,2016-05-10T13:48:45Z
6417899,MikeN,135163,13,37498124,2016-02-28T13:00:46Z
6417955,ceyockey,146680,5,36491128,2016-01-10T20:37:35Z
6417983,bot-mode,451693,8,14532797,2013-01-05T00:31:36Z
6418036,rohapa,1969681,13,40824045,2016-07-18T16:23:47Z
6418089,Millbrooky,83518,4,25195699,2014-09-03T03:36:51Z
6418135,bot-mode,451693,2,15791274,2013-04-19T22:28:07Z
6418205,Millbrooky,83518,4,25195832,2014-09-03T04:09:25Z
6418249,bot-mode,451693,2,15791274,2013-04-19T22:28:08Z
6418316,meson537,2958133,12,31652157,2015-06-02T01:15:21Z
6418413,StlChris,2101357,3,22665320,2014-06-01T00:39:12Z
6418437,Millbrooky,83518,6,26986768,2014-11-24T03:44:41Z
6418463,bot-mode,451693,5,14532797,2013-01-05T00:31:39Z
6418478,calfarome,2511706,6,31384242,2015-05-22T21:14:28Z
6418513,bot-mode,451693,3,15791274,2013-04-19T22:28:10Z
6418540,Millbrooky,83518,7,25467313,2014-09-15T21:54:18Z
6418559,Chris Lawrence,36121,3,18953487,2013-11-17T15:09:48Z
6418599,Millbrooky,83518,11,25195699,2014-09-03T03:36:59Z
6418621,bot-mode,451693,2,14532797,2013-01-05T00:31:44Z
6418637,bot-mode,451693,5,15791274,2013-04-19T22:28:11Z
6418656,bot-mode,451693,3,14532797,2013-01-05T00:31:45Z
6418734,maxerickson,360392,8,19066442,2013-11-23T03:51:35Z
6418845,Millbrooky,83518,5,25486541,2014-09-16T19:13:38Z
6418879,bot-mode,451693,3,14532797,2013-01-05T00:31:46Z
6418907,bot-mode,451693,3,14532797,2013-01-05T00:31:47Z
6418920,bot-mode,451693,2,15791274,2013-04-19T22:28:15Z
6418962,Dami_Tn,2012449,5,22456270,2014-05-20T23:30:56Z
6418999,bot-mode,451693,2,14532797,2013-01-05T00:31:49Z
6419044,bot-mode,451693,3,14532797,2013-01-05T00:31:50Z
6419062,bot-mode,451693,2,15791274,2013-04-19T22:28:17Z
6419095,bot-mode,451693,3,15791274,2013-04-19T22:28:18Z
6419126,bot-mode,451693,4,15791274,2013-04-19T22:28:18Z
6419153,Dami_Tn,2012449,4,22451378,2014-05-20T17:59:41Z
6419179,bot-mode,451693,3,14532797,2013-01-05T00:31:53Z
6419233,eric22,160949,4,10762800,2012-02-22T20:31:56Z
6419256,bot-mode,451693,2,15791274,2013-04-19T22:28:19Z
6419279,bot-mode,451693,2,15791274,2013-04-19T22:28:20Z
6419298,Millbrooky,83518,3,16447591,2013-06-06T17:56:19Z
6419331,bot-mode,451693,2,14532797,2013-01-05T00:31:55Z
6419376,bot-mode,451693,2,15791274,2013-04-19T22:28:21Z
6419512,bot-mode,451693,3,14532797,2013-01-05T00:31:56Z
6419538,bot-mode,451693,2,14532797,2013-01-05T00:31:57Z
6419574,Millbrooky,83518,7,39699623,2016-05-31T22:47:54Z
6419604,bot-mode,451693,12,14532797,2013-01-05T00:31:58Z
6419647,bot-mode,451693,3,15791274,2013-04-19T22:28:23Z
6419684,bot-mode,451693,2,14532797,2013-01-05T00:32:00Z
6419707,bot-mode,451693,2,14532797,2013-01-05T00:32:01Z
6419756,Rub21,510836,3,17563510,2013-08-28T22:40:28Z
6419783,Dami_Tn,2012449,5,22471367,2014-05-21T17:53:14Z
6419809,ChrisZontine,1376118,3,22473744,2014-05-21T19:56:00Z
6419841,bot-mode,451693,7,14532797,2013-01-05T00:32:03Z
6419887,Millbrooky,83518,6,25195699,2014-09-03T03:36:53Z
6419906,bot-mode,451693,3,15791274,2013-04-19T22:28:25Z
6419929,Rub21,510836,2,17527436,2013-08-26T23:37:56Z
6420024,Millbrooky,83518,3,25196764,2014-09-03T06:13:12Z
6420053,calfarome,2511706,3,29690922,2015-03-23T22:39:14Z
6420079,chdr,165869,2,8191379,2011-05-19T16:58:00Z
6420097,bot-mode,451693,3,15791274,2013-04-19T22:28:26Z
6420124,Dami_Tn,2012449,5,22471135,2014-05-21T17:39:38Z
6420150,bot-mode,451693,2,14532797,2013-01-05T00:32:09Z
6420177,bot-mode,451693,4,14532797,2013-01-05T00:32:10Z
6420218,Millbrooky,83518,4,25175263,2014-09-02T07:03:55Z
6420236,bot-mode,451693,3,14532797,2013-01-05T00:32:11Z
6420256,Millbrooky,83518,8,25195832,2014-09-03T04:09:26Z
6420383,Millbrooky,83518,7,25424876,2014-09-14T05:43:45Z
6420409,bot-mode,451693,4,14532797,2013-01-05T00:32:14Z
6420434,Millbrooky,83518,7,25175263,2014-09-02T07:03:49Z
6420457,bot-mode,451693,3,14532797,2013-01-05T00:32:14Z
6420491,bot-mode,451693,7,14532797,2013-01-05T00:32:14Z
6420597,bot-mode,451693,2,14532797,2013-01-05T00:32:15Z
6420633,Millbrooky,83518,5,25485003,2014-09-16T17:56:31Z
6420653,bot-mode,451693,3,14532797,2013-01-05T00:32:16Z
6420681,StlChris,2101357,4,22664977,2014-05-31T23:42:10Z
6420711,Millbrooky,83518,6,25468659,2014-09-15T23:23:57Z
6420751,bot-mode,451693,3,14532797,2013-01-05T00:32:18Z
6420775,DaveHansenTiger,7168,1,449579,2007-09-17T09:17:37Z
6420802,Millbrooky,83518,3,25485003,2014-09-16T17:56:33Z
6420823,NE2,207745,3,11839566,2012-06-08T21:10:54Z
6420871,bot-mode,451693,2,14532797,2013-01-05T00:32:20Z
6420897,abel801,2377377,10,31882810,2015-06-10T20:58:04Z
6420936,Rub21,510836,4,17517594,2013-08-26T13:43:05Z
6420980,NE2,207745,3,11837477,2012-06-08T18:12:47Z
6421021,egore911,8764,5,22814537,2014-06-08T17:48:28Z
6421044,bot-mode,451693,3,15791274,2013-04-19T22:28:40Z
6421073,Millbrooky,83518,3,25963187,2014-10-09T15:18:48Z
6421108,bot-mode,451693,3,15791274,2013-04-19T22:28:41Z
6421142,ceyockey,146680,19,36494827,2016-01-11T01:40:05Z
6421162,Millbrooky,83518,4,25195699,2014-09-03T03:36:52Z
6421184,bot-mode,451693,2,14532797,2013-01-05T00:32:25Z
6421202,rhilde,1048223,4,17941513,2013-09-20T14:56:17Z
6421241,bot-mode,451693,9,14532797,2013-01-05T00:32:27Z
6421258,Rub21,510836,3,17517656,2013-08-26T13:45:32Z
6421280,rhilde,1048223,5,21482956,2014-04-03T22:25:30Z
6421305,bot-mode,451693,2,15791274,2013-04-19T22:28:44Z
6421327,David & Christine Schmitt,26818,4,13818139,2012-11-10T09:59:41Z
6421383,bot-mode,451693,3,15791274,2013-04-19T22:28:45Z
6421423,Millbrooky,83518,3,25175263,2014-09-02T07:04:00Z
6421479,bot-mode,451693,9,15791274,2013-04-19T22:28:46Z
6421547,bot-mode,451693,8,14532797,2013-01-05T00:32:31Z
6421565,Dami_Tn,2012449,9,22470483,2014-05-21T17:15:55Z
6421586,Sparks,80285,6,19205034,2013-12-01T06:13:26Z
6421630,bot-mode,451693,4,14532797,2013-01-05T00:32:33Z
6421650,chdr,165869,3,8191379,2011-05-19T16:58:16Z
6421715,bot-mode,451693,3,14532797,2013-01-05T00:32:34Z
6421737,Preferred,1205642,5,18872150,2013-11-13T11:15:05Z
6421759,chdr,165869,4,8191379,2011-05-19T16:58:17Z
6421793,bot-mode,451693,3,15791274,2013-04-19T22:28:49Z
6421819,chdr,165869,4,8191379,2011-05-19T16:58:18Z
6421855,bot-mode,451693,3,15791274,2013-04-19T22:28:51Z
6421873,bot-mode,451693,5,15791274,2013-04-19T22:28:51Z
6421892,Millbrooky,83518,3,25954248,2014-10-09T06:21:15Z
6421918,Dami_Tn,2012449,4,22470483,2014-05-21T17:15:52Z
6421947,bot-mode,451693,2,14532797,2013-01-05T00:32:39Z
6421972,bot-mode,451693,3,15791274,2013-04-19T22:28:53Z
6422110,Millbrooky,83518,11,12671486,2012-08-09T18:00:46Z
6422134,bot-mode,451693,3,14532797,2013-01-05T00:32:41Z
6422151,bot-mode,451693,4,14532797,2013-01-05T00:32:42Z
6422190,bot-mode,451693,2,14532797,2013-01-05T00:32:42Z
6422225,MikeN,135163,9,35047696,2015-11-03T03:17:35Z
6422246,vonvonvon,190493,3,16555259,2013-06-14T19:59:07Z
6422293,bot-mode,451693,2,14532797,2013-01-05T00:32:44Z
6422320,bot-mode,451693,6,14532797,2013-01-05T00:32:45Z
6422337,railfan-eric,711717,4,30491614,2015-04-26T05:50:13Z
6422356,bot-mode,451693,4,14532797,2013-01-05T00:32:46Z
6422395,bot-mode,451693,2,14532797,2013-01-05T00:32:47Z
6422436,headwatersolver,3521724,6,39217429,2016-05-10T13:44:54Z
6422441,bot-mode,451693,2,14532797,2013-01-05T00:32:49Z
6422446,Millbrooky,83518,4,26986768,2014-11-24T03:44:41Z
6422459,bot-mode,451693,4,15791274,2013-04-19T22:28:58Z
6422471,bot-mode,451693,2,14532797,2013-01-05T00:32:51Z
6422494,Millbrooky,83518,5,25632206,2014-09-23T19:24:20Z
6422523,Rub21,510836,4,17562795,2013-08-28T21:40:41Z
6422588,bot-mode,451693,2,14532797,2013-01-05T00:32:52Z
6422615,Lyonsohmy,3397092,6,35563660,2015-11-25T02:49:53Z
6422643,chdr,165869,3,9850444,2011-11-17T01:16:08Z
6422668,bot-mode,451693,3,14532797,2013-01-05T00:32:54Z
6422735,AustinMartin,154321,2,2879138,2009-10-18T01:35:57Z
6422751,abel801,2377377,3,31354577,2015-05-21T20:45:04Z
6422770,bot-mode,451693,2,15791274,2013-04-19T22:29:06Z
6422790,bot-mode,451693,3,14532797,2013-01-05T00:32:55Z
6422820,bot-mode,451693,3,14532797,2013-01-05T00:32:56Z
6422868,Millbrooky,83518,4,16447591,2013-06-06T17:56:16Z
6422898,bot-mode,451693,8,14532797,2013-01-05T00:32:57Z
6422916,bot-mode,451693,3,14532797,2013-01-05T00:32:58Z
6422980,Millbrooky,83518,3,25311574,2014-09-08T16:57:58Z
6423007,NayanataraM,2053369,4,22451116,2014-05-20T17:44:59Z
6423045,NayanataraM,2053369,5,22434947,2014-05-19T22:35:35Z
6423074,eric22,160949,3,10831220,2012-02-29T19:19:47Z
6423103,bot-mode,451693,3,14532797,2013-01-05T00:33:03Z
6423136,lwburk,2951423,6,40147303,2016-06-20T02:26:13Z
6423185,bot-mode,451693,19,15791274,2013-04-19T22:29:11Z
6423215,bot-mode,451693,3,15791274,2013-04-19T22:29:12Z
6423264,bot-mode,451693,3,14532797,2013-01-05T00:33:04Z
6423289,bot-mode,451693,3,14532797,2013-01-05T00:33:05Z
6423313,Millbrooky,83518,6,39718607,2016-06-01T19:49:31Z
6423359,eric22,160949,3,11100492,2012-03-25T21:58:21Z
6423379,NayanataraM,2053369,4,22456312,2014-05-20T23:37:25Z
6423416,bot-mode,451693,3,15791274,2013-04-19T22:29:14Z
6423435,DaveHansenTiger,7168,1,449579,2007-09-17T09:24:16Z
6423457,bot-mode,451693,2,15791274,2013-04-19T22:29:15Z
6423509,bot-mode,451693,3,14532797,2013-01-05T00:33:08Z
6423526,bot-mode,451693,2,14532797,2013-01-05T00:33:09Z
6423543,Millbrooky,83518,5,25195832,2014-09-03T04:09:26Z
6423626,bot-mode,451693,3,14532797,2013-01-05T00:33:10Z
6423652,bot-mode,451693,3,14532797,2013-01-05T00:33:11Z
6423695,Yoshinion,3151684,15,36706591,2016-01-20T18:16:29Z
6423724,bot-mode,451693,2,14532797,2013-01-05T00:33:12Z
6423753,bot-mode,451693,4,14532797,2013-01-05T00:33:13Z
6423767,maxerickson,360392,6,18798344,2013-11-09T12:44:46Z
6423786,vonvonvon,190493,3,16554971,2013-06-14T19:32:11Z
6423818,NE2,207745,3,11840258,2012-06-08T22:41:16Z
6423833,NayanataraM,2053369,4,22450819,2014-05-20T17:30:13Z
6423863,Luis36995,1829683,5,31722234,2015-06-04T15:51:27Z
6423882,ceyockey,146680,3,36491128,2016-01-10T20:37:35Z
6423921,bot-mode,451693,7,14532797,2013-01-05T00:33:17Z
6423984,RichRico,2219338,10,31352966,2015-05-21T19:55:02Z
6424001,bot-mode,451693,5,15791274,2013-04-19T22:29:21Z
